episode,agent,algorithm,reward_fn,revenue,market_share,total_reward
6,costco,DQNAgent,bulk_volume,6.115955266307491e+20,0.1289668874335912,371184025.03000015
7,walmart,DQNAgent,pure_revenue,4.5858144351007807e+21,0.06449418670952212,1.9710121353524437e+22
7,target,DQNAgent,profit_margin,9.202605594588573e+21,0.09571978359303397,2.125072909903194e+22
7,amazon_fresh,DQNAgent,market_share,1.386746345913473e+21,0.08795903881518989,6522125.555582952
7,qfc,DQNAgent,revenue_with_inventory,9.084738280737157e+20,0.09710152465366484,1.735555161664519e+22
7,safeway,DQNAgent,long_term_value,7.360658676267295e+21,0.103578186136419,4.894374869780707e+22
7,kroger,DQNAgent,promo_aware_profit,6.074412774178583e+21,0.10216716884570065,3.5530337210252264e+22
7,trader_joes,DQNAgent,premium_floor,7.240970000449727e+21,0.17587808220159767,4.286416229484854e+22
7,whole_foods,DQNAgent,prestige_reward,5.601066383733047e+19,0.09562569096839317,1.7591606461660985e+21
7,aldi,DQNAgent,discount_maximization,1.124572128437937e+19,0.027468851009326972,2.02102251754213e+20
7,costco,DQNAgent,bulk_volume,6.914687454496036e+21,0.15000748706715172,314802450.67999995
8,walmart,DQNAgent,pure_revenue,8.099769132851951e+20,0.050304206331892865,4.907440848562419e+21
8,target,DQNAgent,profit_margin,9.135021727744257e+20,0.1237622061685304,7.612947296513495e+21
8,amazon_fresh,DQNAgent,market_share,4.86916283723506e+21,0.16328888281618628,8326358.746002571
8,qfc,DQNAgent,revenue_with_inventory,1.026155355632552e+21,0.10917894112789214,8.693248504749143e+21
8,safeway,DQNAgent,long_term_value,4.2633844203672535e+20,0.05874808124901109,1.9498004732351414e+21
8,kroger,DQNAgent,promo_aware_profit,5.367222760053484e+20,0.04440134784935308,4.994276228661471e+21
8,trader_joes,DQNAgent,premium_floor,7.145009384367738e+21,0.20103809884115748,3.3748133216910043e+22
8,whole_foods,DQNAgent,prestige_reward,4.704407840880148e+18,0.08702655372078946,3.6226414522083828e+19
8,aldi,DQNAgent,discount_maximization,1.2294567297590758e+21,0.044373460864218256,1.4756043506156183e+22
8,costco,DQNAgent,bulk_volume,3.02889616885081e+21,0.11787822103096889,414101953.57000023
9,walmart,DQNAgent,pure_revenue,5.271803063569816e+21,0.07005540639409592,4.297551699099589e+22
9,target,DQNAgent,profit_margin,5.680590224438626e+21,0.18117344268240596,4.0055937904319415e+22
9,amazon_fresh,DQNAgent,market_share,3.01447496814074e+21,0.15073457513052466,8216562.236761917
9,qfc,DQNAgent,revenue_with_inventory,3.8366303566777575e+20,0.06137661014713113,8.303705040581575e+21
9,safeway,DQNAgent,long_term_value,6.234239217357652e+20,0.09412904901672517,2.980785441526106e+21
9,kroger,DQNAgent,promo_aware_profit,1.3143260808298716e+21,0.08231173446262671,1.2466332399564688e+22
9,trader_joes,DQNAgent,premium_floor,1.269578897778486e+21,0.13388048225797808,1.4136654645060182e+22
9,whole_foods,DQNAgent,prestige_reward,7.772246185199157e+20,0.10527856097823537,1.112349065218061e+22
9,aldi,DQNAgent,discount_maximization,8.347340731169653e+18,0.01540905030230883,6.271720572633837e+19
9,costco,DQNAgent,bulk_volume,1.0840898077266701e+21,0.10565108862796824,372602319.78000003
10,walmart,DQNAgent,pure_revenue,6.188757795606091e+18,0.0446593262823936,2.8524903461353298e+20
10,target,DQNAgent,profit_margin,4.800524030137104e+21,0.12146127926613791,2.9160182865303496e+22
10,amazon_fresh,DQNAgent,market_share,4.897118134379941e+21,0.221709634660139,12473607.742620539
10,qfc,DQNAgent,revenue_with_inventory,1.4458417758511966e+21,0.0823690294047969,1.3843250540558384e+21
10,safeway,DQNAgent,long_term_value,3.12564075949311e+21,0.07690527405019268,1.2581889420197487e+22
10,kroger,DQNAgent,promo_aware_profit,9.992542114739706e+19,0.050502156867127536,1.495717978216263e+21
10,trader_joes,DQNAgent,premium_floor,6.647390519738457e+21,0.18084680135208997,3.4398547731864808e+22
10,whole_foods,DQNAgent,prestige_reward,5.740615874022752e+18,0.06978049137067849,4.273239448615162e+19
10,aldi,DQNAgent,discount_maximization,2.3360784135567098e+19,0.02332559024826285,1.0385160034763412e+20
10,costco,DQNAgent,bulk_volume,1.8335266300453826e+21,0.12844041649818105,405457492.45000005
11,walmart,DQNAgent,pure_revenue,9.131608235779794e+17,0.03768114513097408,1.1827065971485194e+19
11,target,DQNAgent,profit_margin,9.617700343071687e+20,0.12295278695137796,7.371420612708307e+21
11,amazon_fresh,DQNAgent,market_share,2.6868600039534106e+21,0.13721970405840023,7496840.260446512
11,qfc,DQNAgent,revenue_with_inventory,3.488953860780676e+20,0.05558819875832805,1.9306489370781824e+21
11,safeway,DQNAgent,long_term_value,3.0380588969773383e+21,0.09083668404881125,1.819391974902177e+22
11,kroger,DQNAgent,promo_aware_profit,6.68241706763069e+21,0.08850971905543689,1.4818404705824225e+22
11,trader_joes,DQNAgent,premium_floor,6.399090916402838e+21,0.09812934794307264,2.587786848823387e+22
11,whole_foods,DQNAgent,prestige_reward,8.254713360009266e+21,0.1976992207785286,4.752720993834813e+22
11,aldi,DQNAgent,discount_maximization,2.4011248883223616e+20,0.04877026929063069,5.691381735297628e+21
11,costco,DQNAgent,bulk_volume,1.8988906329376023e+21,0.12261292398443964,351716038.38
12,walmart,DQNAgent,pure_revenue,3.506667362416734e+18,0.038451001130367375,3.03606347734127e+19
12,target,DQNAgent,profit_margin,1.6529217493732993e+20,0.12520786598992098,1.277064451595402e+21
12,amazon_fresh,DQNAgent,market_share,7.172262999336718e+20,0.1892970050483687,10656272.707436942
12,qfc,DQNAgent,revenue_with_inventory,1.701490656669071e+20,0.09885957780040554,2.5528413758916877e+21
12,safeway,DQNAgent,long_term_value,2.954160530299783e+20,0.09330288145506213,1.7243439747445343e+21
12,kroger,DQNAgent,promo_aware_profit,3.6415252718598436e+20,0.0843227191863483,6.60371394219059e+21
12,trader_joes,DQNAgent,premium_floor,2.8624303557057816e+20,0.09437442018320018,1.928068257942468e+21
12,whole_foods,DQNAgent,prestige_reward,3.996827876500941e+20,0.1545613505177837,2.3524956248079438e+21
12,aldi,DQNAgent,discount_maximization,3.943847494750728e+19,0.02272351685172314,2.0603695877764543e+20
12,costco,DQNAgent,bulk_volume,1.3561069676295857e+21,0.09889966183682,322893266.71999985
13,walmart,DQNAgent,pure_revenue,8.624748364369917e+19,0.05279795500985379,1.9006711376712224e+21
13,target,DQNAgent,profit_margin,7.71260994583763e+20,0.11300418013175263,5.596862280793921e+21
13,amazon_fresh,DQNAgent,market_share,4.728559946173281e+21,0.18741036167246386,9673728.618459964
13,qfc,DQNAgent,revenue_with_inventory,5.5121150300613114e+17,0.042138215097954936,4.268131579859208e+18
13,safeway,DQNAgent,long_term_value,4.074059048257916e+20,0.10003831383395838,3.9411839857294563e+21
13,kroger,DQNAgent,promo_aware_profit,1.7886603059702072e+18,0.0455905582201925,1.019566281344217e+20
13,trader_joes,DQNAgent,premium_floor,2.1449679007919886e+21,0.1969289978230593,1.5685394515427169e+22
13,whole_foods,DQNAgent,prestige_reward,2.1033572435967159e+21,0.14654465809560824,1.0735296348660494e+22
13,aldi,DQNAgent,discount_maximization,1.8871772737192152e+20,0.030084066159940085,9.921436286891785e+20
13,costco,DQNAgent,bulk_volume,2.027243987209008e+21,0.08546269395521626,427914482.73
14,walmart,DQNAgent,pure_revenue,6.807028878638056e+17,0.03917400883702041,4.818532405056883e+18
14,target,DQNAgent,profit_margin,4.257949443073067e+19,0.13423428859502914,2.8267879902357203e+20
14,amazon_fresh,DQNAgent,market_share,6.295765651931549e+20,0.19570877514841337,10798886.18420824
14,qfc,DQNAgent,revenue_with_inventory,1.7875336608442638e+19,0.08091751118598534,2.5851728024605157e+20
14,safeway,DQNAgent,long_term_value,3.046736039175432e+20,0.08484128584864228,3.1649658138792286e+21
14,kroger,DQNAgent,promo_aware_profit,3.272106711852802e+18,0.03315133835172259,2.2816266591481274e+19
14,trader_joes,DQNAgent,premium_floor,3.226216952952431e+21,0.13717299421794016,1.2979539945563395e+22
14,whole_foods,DQNAgent,prestige_reward,3.0635601919463973e+19,0.12213428840100632,2.2121144721419056e+20
14,aldi,DQNAgent,discount_maximization,9.020084096490488e+18,0.02984479607788311,1.2253904999906009e+20
14,costco,DQNAgent,bulk_volume,3.580351887193827e+20,0.1428207133363573,501949079.3899998
15,walmart,DQNAgent,pure_revenue,3.394227499757272e+20,0.0393409352892716,5.088935046563363e+21
15,target,DQNAgent,profit_margin,7.316050433709402e+20,0.09720163909355693,4.6785330013049255e+21
15,amazon_fresh,DQNAgent,market_share,1.3118664648060877e+21,0.14409846381016084,8415377.877300445
15,qfc,DQNAgent,revenue_with_inventory,2.5795429648756554e+21,0.06791327600683861,1.433643516148541e+22
15,safeway,DQNAgent,long_term_value,6.528743549815032e+21,0.0803918322894946,1.9501425528606856e+22
15,kroger,DQNAgent,promo_aware_profit,2.9034640404327076e+21,0.11305348568217212,1.5900378443177836e+22
15,trader_joes,DQNAgent,premium_floor,1.1331509987796273e+21,0.17727517598925166,5.755449094099116e+21
15,whole_foods,DQNAgent,prestige_reward,1.0077664082659877e+21,0.127604122498386,1.3250479298519635e+21
15,aldi,DQNAgent,discount_maximization,3.3469185398057874e+20,0.03832442969007307,9.40276546376536e+20
15,costco,DQNAgent,bulk_volume,2.374182584780473e+21,0.11479663965079455,315233043.6
16,walmart,DQNAgent,pure_revenue,1.3850085204988245e+17,0.03595424342832217,3.1262694833981266e+18
16,target,DQNAgent,profit_margin,7.382467818922107e+18,0.09351147511530067,1.2659117775767439e+20
16,amazon_fresh,DQNAgent,market_share,1.2364325020119775e+21,0.19793955507430389,10502288.249150671
16,qfc,DQNAgent,revenue_with_inventory,7.605660750402706e+20,0.10491598887764712,3.045693602797538e+21
16,safeway,DQNAgent,long_term_value,1.0178952821698602e+21,0.07875653542542636,6.054459443337279e+21
16,kroger,DQNAgent,promo_aware_profit,3.1315978301263564e+20,0.0743855232976875,1.1848109998092452e+21
16,trader_joes,DQNAgent,premium_floor,2.054865936536469e+21,0.09868203425108439,4.230057398597785e+21
16,whole_foods,DQNAgent,prestige_reward,4.956974374495711e+18,0.09512082112906411,1.5833017176089926e+20
16,aldi,DQNAgent,discount_maximization,1.154735862673667e+20,0.05028772526113109,5.6270656682488044e+20
16,costco,DQNAgent,bulk_volume,3.916653498511012e+21,0.17044609814003275,313540958.0400002
17,walmart,DQNAgent,pure_revenue,1.8814143335058873e+21,0.06480345677564632,1.4643697857307053e+22
17,target,DQNAgent,profit_margin,3.478055478295742e+21,0.13245719755776633,1.6834606699552233e+22
17,amazon_fresh,DQNAgent,market_share,4.310934510471491e+21,0.049586383798383545,3743933.5498058386
17,qfc,DQNAgent,revenue_with_inventory,4.2926971570004605e+21,0.0628165617052203,1.474416429611607e+22
17,safeway,DQNAgent,long_term_value,8.509925525374638e+20,0.06717166533906248,1.8470583073893578e+21
17,kroger,DQNAgent,promo_aware_profit,2.692230140132733e+21,0.12487254785331342,1.889940874452563e+22
17,trader_joes,DQNAgent,premium_floor,3.023318960809151e+21,0.15146367744293418,1.777102162553252e+22
17,whole_foods,DQNAgent,prestige_reward,8.230898815059775e+21,0.09342228952250117,3.6477234633245276e+22
17,aldi,DQNAgent,discount_maximization,2.2192347990251652e+21,0.11702732291698618,2.1568605814555436e+22
17,costco,DQNAgent,bulk_volume,1.2452496898511085e+21,0.13637889708818604,408263836.86000013
18,walmart,DQNAgent,pure_revenue,2.7143740342246006e+21,0.04102074519417327,1.5431363711587095e+22
18,target,DQNAgent,profit_margin,1.704852217517616e+20,0.08311620098678399,3.7846680664053027e+21
18,amazon_fresh,DQNAgent,market_share,2.2807795843175783e+21,0.2649714217209698,12019162.42499447
18,qfc,DQNAgent,revenue_with_inventory,4.6065547894364806e+20,0.06605181981648478,6.896860553171465e+21
18,safeway,DQNAgent,long_term_value,1.2268536612060706e+17,0.05940231788341621,4.032212896444394e+18
18,kroger,DQNAgent,promo_aware_profit,7.08854282104306e+20,0.08207371052027908,6.636425719892599e+21
18,trader_joes,DQNAgent,premium_floor,7.696090023757685e+19,0.1151343290594621,4.187872758717157e+20
18,whole_foods,DQNAgent,prestige_reward,3.430435477547087e+20,0.14186854821237638,6.922978486377416e+21
18,aldi,DQNAgent,discount_maximization,1.5971524336769227e+21,0.03305047885124675,6.290252155564326e+21
18,costco,DQNAgent,bulk_volume,2.8765347580392354e+19,0.11331042775480757,532386598.06999964
19,walmart,DQNAgent,pure_revenue,5.598117864290771e+17,0.036762211660591466,4.730562595143405e+18
19,target,DQNAgent,profit_margin,8.766150465000014e+19,0.14256388913488063,7.440877987015834e+20
19,amazon_fresh,DQNAgent,market_share,2.78443074474458e+20,0.18958758918719149,9410267.643043198
19,qfc,DQNAgent,revenue_with_inventory,2.4358714467770434e+19,0.07962446797375704,1.2334815138656543e+20
19,safeway,DQNAgent,long_term_value,2.8233986509231856e+20,0.20632362335066914,1.6918030478721124e+21
19,kroger,DQNAgent,promo_aware_profit,3.7868380774717114e+17,0.042751250130423364,2.5905353321162747e+18
19,trader_joes,DQNAgent,premium_floor,1.986865587422167e+20,0.08788482446729323,6.677640381542046e+20
19,whole_foods,DQNAgent,prestige_reward,1.0005414321503556e+19,0.11956528074351883,8.322501962913995e+19
19,aldi,DQNAgent,discount_maximization,6.662503851555924e+18,0.02941624438336754,1.0134729905981646e+20
19,costco,DQNAgent,bulk_volume,2.1416287814634635e+19,0.06552061896830724,283299867.10000014
20,walmart,DQNAgent,pure_revenue,2.2822628327202313e+21,0.07634984862564971,1.456379364423996e+22
20,target,DQNAgent,profit_margin,3.773098973954251e+18,0.08332876977469678,1.7853520119504808e+20
20,amazon_fresh,DQNAgent,market_share,1.161785881334539e+22,0.27052713322934335,10570404.764055308
20,qfc,DQNAgent,revenue_with_inventory,9.305454883332616e+20,0.05310810739158308,1.491173617332282e+22
20,safeway,DQNAgent,long_term_value,7.178414438920807e+20,0.06566530458749995,1.3167892983098791e+22
20,kroger,DQNAgent,promo_aware_profit,1.6852001870154653e+21,0.06890480776426626,4.6074806231776824e+21
20,trader_joes,DQNAgent,premium_floor,4.5418846697048297e+21,0.10501539767795795,2.1850210911550194e+22
20,whole_foods,DQNAgent,prestige_reward,2.2671770674764133e+20,0.07651979234540696,7.11053571826212e+21
20,aldi,DQNAgent,discount_maximization,2.636562540404738e+20,0.04351743270818314,1.3467262244690413e+21
20,costco,DQNAgent,bulk_volume,3.2168842180143607e+21,0.15706340589541287,396088396.36000013
21,walmart,DQNAgent,pure_revenue,2.049837277602124e+21,0.07331788439801823,1.3013698714730316e+22
21,target,DQNAgent,profit_margin,2.9280738170244096e+21,0.17465617850552448,1.214001616499006e+22
21,amazon_fresh,DQNAgent,market_share,3.9846277501705e+21,0.21315644479150556,11343304.72101063
21,qfc,DQNAgent,revenue_with_inventory,7.206974626007135e+19,0.03959115166943251,1.9895492898137608e+21
21,safeway,DQNAgent,long_term_value,4.140463294879476e+21,0.13333511261094097,1.7938291857725655e+22
21,kroger,DQNAgent,promo_aware_profit,1.164611182551375e+21,0.07378058074154667,7.880623361346409e+21
21,trader_joes,DQNAgent,premium_floor,2.1342441695347244e+21,0.11363778413798681,1.1127076225284145e+22
21,whole_foods,DQNAgent,prestige_reward,9.631238656622676e+18,0.07235591556938571,2.740884482239747e+20
21,aldi,DQNAgent,discount_maximization,2.4140193042882422e+20,0.032454782999178824,9.36159045004924e+20
21,costco,DQNAgent,bulk_volume,2.0009055424284207e+21,0.07371416457648029,326058941.9300003
22,walmart,DQNAgent,pure_revenue,7.400852670635745e+17,0.04031213691131507,5.412409821295074e+18
22,target,DQNAgent,profit_margin,4.621061366061792e+20,0.17003124206127088,2.938313995680803e+21
22,amazon_fresh,DQNAgent,market_share,1.308734441170859e+21,0.13400013139663391,8108369.516675823
22,qfc,DQNAgent,revenue_with_inventory,1.6009102892589367e+20,0.04360417123310638,4.3550876700957075e+20
22,safeway,DQNAgent,long_term_value,6.927313473164735e+20,0.09210740049353089,3.5499174573060826e+21
22,kroger,DQNAgent,promo_aware_profit,2.158277075009093e+20,0.03588693810186399,1.9228789365184271e+21
22,trader_joes,DQNAgent,premium_floor,7.63289376821902e+20,0.1026671443573717,5.75198692614931e+21
22,whole_foods,DQNAgent,prestige_reward,4.01381836823577e+20,0.1326812376992597,2.6063475542341604e+21
22,aldi,DQNAgent,discount_maximization,9.569679248635537e+19,0.030358628524713265,5.6177615412543645e+20
22,costco,DQNAgent,bulk_volume,2.1180039007024673e+21,0.2183509692209342,485934260.48999995
23,walmart,DQNAgent,pure_revenue,2.198107299613605e+19,0.04363227392453739,7.819131243855076e+20
23,target,DQNAgent,profit_margin,1.1998637231902436e+21,0.10507302465328922,2.4474963872961433e+21
23,amazon_fresh,DQNAgent,market_share,1.9031007767850286e+21,0.2630598989066883,13264022.214753307
23,qfc,DQNAgent,revenue_with_inventory,3.354638514965917e+19,0.056072028761338044,8.996935185538364e+19
23,safeway,DQNAgent,long_term_value,3.526075655645548e+20,0.0873715997652453,1.8474433748626755e+21
23,kroger,DQNAgent,promo_aware_profit,7.159471400422433e+17,0.026206583054389575,5.163552553208451e+18
23,trader_joes,DQNAgent,premium_floor,7.265884816622276e+19,0.14992344273954078,3.729529749774791e+20
23,whole_foods,DQNAgent,prestige_reward,9.233479652212462e+19,0.13144659086753196,4.6029229742711066e+20
23,aldi,DQNAgent,discount_maximization,2.1480642224147085e+18,0.02857334221114788,1.7862470952521105e+19
23,costco,DQNAgent,bulk_volume,3.9540595538839355e+19,0.10864121511629157,511891270.6399999
24,walmart,DQNAgent,pure_revenue,1.915038449310152e+21,0.0495002346119737,1.5476124322586308e+22
24,target,DQNAgent,profit_margin,2.926133254233147e+21,0.1624539160397767,1.4280162233446537e+22
24,amazon_fresh,DQNAgent,market_share,4.579581382382807e+21,0.1739776719126842,8726020.822109554
24,qfc,DQNAgent,revenue_with_inventory,7.347811417435999e+20,0.0703857724755967,3.789116383882092e+21
24,safeway,DQNAgent,long_term_value,4.333272116792047e+19,0.08381453555911908,1.608691394170918e+21
24,kroger,DQNAgent,promo_aware_profit,3.3006811750331114e+21,0.054529286137697114,2.0538571086669107e+22
24,trader_joes,DQNAgent,premium_floor,1.569011672617909e+21,0.16265275246262806,1.1665219849194895e+22
24,whole_foods,DQNAgent,prestige_reward,2.5447241092456996e+21,0.09614906343281497,7.185391124592342e+21
24,aldi,DQNAgent,discount_maximization,1.492231796903262e+20,0.03355574487371453,7.932421938570674e+20
24,costco,DQNAgent,bulk_volume,5.7945961424212695e+20,0.11298102249399487,254863065.6799999
25,walmart,DQNAgent,pure_revenue,1.392901378313879e+18,0.0355807624914181,1.0269125734044633e+19
25,target,DQNAgent,profit_margin,3.6275184059696e+20,0.1739698301121267,2.2366315266990667e+21
25,amazon_fresh,DQNAgent,market_share,2.5983637667273415e+20,0.13715386173903835,7801311.688350791
25,qfc,DQNAgent,revenue_with_inventory,5.533717649339159e+19,0.05678577478677666,4.130625565183845e+20
25,safeway,DQNAgent,long_term_value,2.8432713564466066e+20,0.20646450892413504,1.6823953647318165e+21
25,kroger,DQNAgent,promo_aware_profit,4.096487125138528e+19,0.06276097051777735,2.519882492348507e+20
25,trader_joes,DQNAgent,premium_floor,5.523032652173956e+20,0.11466184995016311,2.663209433116394e+21
25,whole_foods,DQNAgent,prestige_reward,5.6846962539817976e+19,0.10608241303170568,3.149197142847303e+20
25,aldi,DQNAgent,discount_maximization,1.9137894315905507e+19,0.032388392258516426,1.0430993993291234e+20
25,costco,DQNAgent,bulk_volume,1.41003729130884e+19,0.07415163618834261,376310812.6500001
26,walmart,DQNAgent,pure_revenue,6.432217898554504e+17,0.037267874632352704,5.088894712505259e+18
26,target,DQNAgent,profit_margin,5.307101371004198e+20,0.15975416050772803,4.0689452436879196e+21
26,amazon_fresh,DQNAgent,market_share,1.1110103652204839e+21,0.1540590743396706,8382891.361167459
26,qfc,DQNAgent,revenue_with_inventory,4.1365632707963224e+20,0.07356962454030026,2.2911311458478882e+21
26,safeway,DQNAgent,long_term_value,3.6661301340987595e+20,0.10456898160636122,2.2894295388825363e+21
26,kroger,DQNAgent,promo_aware_profit,2.454146514584207e+20,0.050034775056436574,8.953002868091189e+20
26,trader_joes,DQNAgent,premium_floor,1.2361312532297912e+21,0.17177860038958315,6.317342564810493e+21
26,whole_foods,DQNAgent,prestige_reward,8.903009607298566e+19,0.12717174761731745,6.954492323976914e+20
26,aldi,DQNAgent,discount_maximization,3.457821648376244e+19,0.026473566994735274,1.842591597935972e+20
26,costco,DQNAgent,bulk_volume,2.8914935980317062e+20,0.09532159431551475,408074007.7299999
